Timestamp: 12:34   , Event Type: Purchase   , User ID: 882
Timestamp: 0:18   , Event Type: Logout   , User ID: 943
Timestamp: 13:42   , Event Type: Login   , User ID: 294
Timestamp: 18:57   , Event Type: ViewPage   , User ID: 688
Timestamp: 0:38   , Event Type: Purchase   , User ID: 936
Timestamp: 5:12   , Event Type: Purchase   , User ID: 765
Timestamp: 22:59   , Event Type: ViewPage   , User ID: 760
Timestamp: 4:35   , Event Type: Logout   , User ID: 156
Timestamp: 9:34   , Event Type: Logout   , User ID: 33
Timestamp: 5:20   , Event Type: Error   , User ID: 903
Timestamp: 17:49   , Event Type: Login   , User ID: 652
Timestamp: 12:18   , Event Type: Purchase   , User ID: 331
Timestamp: 19:44   , Event Type: Login   , User ID: 817
Timestamp: 11:38   , Event Type: Logout   , User ID: 221
Timestamp: 19:17   , Event Type: Error   , User ID: 155
Timestamp: 21:3   , Event Type: Login   , User ID: 652
Timestamp: 11:2   , Event Type: Login   , User ID: 222
Timestamp: 22:23   , Event Type: ViewPage   , User ID: 652
Timestamp: 17:44   , Event Type: Logout   , User ID: 578
Timestamp: 12:21   , Event Type: Logout   , User ID: 95
Timestamp: 21:23   , Event Type: Purchase   , User ID: 414
Timestamp: 8:51   , Event Type: Purchase   , User ID: 155
Timestamp: 7:58   , Event Type: Login   , User ID: 55
Timestamp: 21:56   , Event Type: Login   , User ID: 944
Timestamp: 13:33   , Event Type: Error   , User ID: 465
Timestamp: 0:44   , Event Type: Error   , User ID: 649
Timestamp: 18:19   , Event Type: Login   , User ID: 242
Timestamp: 6:40   , Event Type: Error   , User ID: 864
Timestamp: 8:35   , Event Type: Purchase   , User ID: 739
Timestamp: 16:25   , Event Type: Error   , User ID: 83
Timestamp: 15:29   , Event Type: Error   , User ID: 328
Timestamp: 1:50   , Event Type: Logout   , User ID: 563
Timestamp: 10:32   , Event Type: Logout   , User ID: 485
Timestamp: 22:27   , Event Type: ViewPage   , User ID: 682
Timestamp: 1:23   , Event Type: Login   , User ID: 760
Timestamp: 5:18   , Event Type: Purchase   , User ID: 450
Timestamp: 9:45   , Event Type: Error   , User ID: 396
Timestamp: 6:59   , Event Type: Login   , User ID: 802
Timestamp: 13:27   , Event Type: Error   , User ID: 329
Timestamp: 20:8   , Event Type: Login   , User ID: 282
Timestamp: 0:46   , Event Type: Purchase   , User ID: 463
Timestamp: 5:21   , Event Type: ViewPage   , User ID: 579
Timestamp: 16:43   , Event Type: Login   , User ID: 682
Timestamp: 21:43   , Event Type: Purchase   , User ID: 729
Timestamp: 12:37   , Event Type: Login   , User ID: 124
Timestamp: 23:0   , Event Type: Logout   , User ID: 715
Timestamp: 14:30   , Event Type: Login   , User ID: 488
Timestamp: 19:4   , Event Type: Login   , User ID: 327
Timestamp: 10:16   , Event Type: Logout   , User ID: 26
Timestamp: 8:59   , Event Type: Logout   , User ID: 840
Timestamp: 5:43   , Event Type: Purchase   , User ID: 202
Timestamp: 3:26   , Event Type: Logout   , User ID: 682
Timestamp: 22:46   , Event Type: ViewPage   , User ID: 816
Timestamp: 22:17   , Event Type: ViewPage   , User ID: 682
Timestamp: 23:9   , Event Type: Logout   , User ID: 894
Timestamp: 2:32   , Event Type: ViewPage   , User ID: 104
Timestamp: 20:41   , Event Type: Logout   , User ID: 219
Timestamp: 12:28   , Event Type: Purchase   , User ID: 870
Timestamp: 18:44   , Event Type: Purchase   , User ID: 916
Timestamp: 11:21   , Event Type: ViewPage   , User ID: 311
Timestamp: 1:28   , Event Type: Error   , User ID: 123
Timestamp: 23:47   , Event Type: ViewPage   , User ID: 747
Timestamp: 2:53   , Event Type: Login   , User ID: 218
Timestamp: 20:14   , Event Type: Error   , User ID: 71
Timestamp: 10:17   , Event Type: Purchase   , User ID: 382
Timestamp: 20:15   , Event Type: Login   , User ID: 535
Timestamp: 5:50   , Event Type: Logout   , User ID: 374
Timestamp: 8:26   , Event Type: Error   , User ID: 414
Timestamp: 2:15   , Event Type: Logout   , User ID: 538
Timestamp: 7:32   , Event Type: Login   , User ID: 162
Timestamp: 13:32   , Event Type: Login   , User ID: 918
Timestamp: 21:48   , Event Type: Login   , User ID: 610
Timestamp: 16:13   , Event Type: Login   , User ID: 62
Timestamp: 13:52   , Event Type: Logout   , User ID: 49
Timestamp: 8:28   , Event Type: ViewPage   , User ID: 329
Timestamp: 23:22   , Event Type: Error   , User ID: 578
Timestamp: 14:5   , Event Type: Logout   , User ID: 361
Timestamp: 18:5   , Event Type: Error   , User ID: 515
Timestamp: 19:2   , Event Type: Logout   , User ID: 727
Timestamp: 18:11   , Event Type: Logout   , User ID: 156
Timestamp: 10:24   , Event Type: Purchase   , User ID: 968
Timestamp: 19:46   , Event Type: Logout   , User ID: 511
Timestamp: 1:58   , Event Type: Login   , User ID: 156
Timestamp: 3:1   , Event Type: Logout   , User ID: 735
Timestamp: 7:59   , Event Type: Logout   , User ID: 787
Timestamp: 11:34   , Event Type: Purchase   , User ID: 859
Timestamp: 15:2   , Event Type: Login   , User ID: 952
Timestamp: 6:59   , Event Type: ViewPage   , User ID: 673
Timestamp: 20:31   , Event Type: ViewPage   , User ID: 824
Timestamp: 9:11   , Event Type: Error   , User ID: 253
Timestamp: 18:52   , Event Type: Logout   , User ID: 25
Timestamp: 9:3   , Event Type: Purchase   , User ID: 537
Timestamp: 3:59   , Event Type: ViewPage   , User ID: 589
Timestamp: 15:31   , Event Type: Logout   , User ID: 660
Timestamp: 15:48   , Event Type: Purchase   , User ID: 118
Timestamp: 15:16   , Event Type: Login   , User ID: 102
Timestamp: 18:57   , Event Type: ViewPage   , User ID: 913
Timestamp: 3:45   , Event Type: Logout   , User ID: 143
Timestamp: 17:35   , Event Type: Purchase   , User ID: 693
Timestamp: 20:56   , Event Type: ViewPage   , User ID: 45
Timestamp: 4:36   , Event Type: Error   , User ID: 563
Timestamp: 18:24   , Event Type: Purchase   , User ID: 332
Timestamp: 5:33   , Event Type: Purchase   , User ID: 893
Timestamp: 14:42   , Event Type: ViewPage   , User ID: 621
Timestamp: 16:50   , Event Type: Error   , User ID: 656
Timestamp: 22:1   , Event Type: Purchase   , User ID: 153
Timestamp: 17:11   , Event Type: Logout   , User ID: 612
Timestamp: 9:48   , Event Type: Purchase   , User ID: 365
Timestamp: 8:11   , Event Type: Error   , User ID: 680
Timestamp: 22:40   , Event Type: Purchase   , User ID: 230
Timestamp: 15:8   , Event Type: Error   , User ID: 464
Timestamp: 17:25   , Event Type: Login   , User ID: 412
Timestamp: 2:47   , Event Type: Login   , User ID: 209
Timestamp: 14:52   , Event Type: Logout   , User ID: 832
Timestamp: 21:11   , Event Type: Purchase   , User ID: 921
Timestamp: 3:23   , Event Type: Error   , User ID: 295
Timestamp: 2:47   , Event Type: Purchase   , User ID: 489
Timestamp: 2:41   , Event Type: Logout   , User ID: 822
Timestamp: 0:42   , Event Type: Error   , User ID: 332
Timestamp: 4:49   , Event Type: Error   , User ID: 525
Timestamp: 4:52   , Event Type: Error   , User ID: 463
Timestamp: 14:56   , Event Type: Logout   , User ID: 39
Timestamp: 11:35   , Event Type: Login   , User ID: 9
Timestamp: 7:5   , Event Type: Logout   , User ID: 926
Timestamp: 13:4   , Event Type: ViewPage   , User ID: 922
Timestamp: 16:38   , Event Type: Error   , User ID: 624
Timestamp: 12:57   , Event Type: Logout   , User ID: 309
Timestamp: 18:42   , Event Type: Purchase   , User ID: 142
Timestamp: 18:19   , Event Type: Error   , User ID: 183
Timestamp: 19:42   , Event Type: ViewPage   , User ID: 233
Timestamp: 14:52   , Event Type: Logout   , User ID: 247
Timestamp: 17:41   , Event Type: Error   , User ID: 662
Timestamp: 15:19   , Event Type: Login   , User ID: 518
Timestamp: 4:46   , Event Type: Error   , User ID: 713
Timestamp: 22:16   , Event Type: ViewPage   , User ID: 990
Timestamp: 8:19   , Event Type: Error   , User ID: 106
Timestamp: 8:14   , Event Type: Purchase   , User ID: 597
Timestamp: 16:38   , Event Type: Logout   , User ID: 324
Timestamp: 18:37   , Event Type: Purchase   , User ID: 761
Timestamp: 4:29   , Event Type: Purchase   , User ID: 19
Timestamp: 10:7   , Event Type: Login   , User ID: 186
Timestamp: 19:42   , Event Type: Purchase   , User ID: 467
Timestamp: 4:21   , Event Type: Login   , User ID: 268
Timestamp: 9:38   , Event Type: Login   , User ID: 382
Timestamp: 2:25   , Event Type: Purchase   , User ID: 12
Timestamp: 18:7   , Event Type: Login   , User ID: 532
Timestamp: 2:46   , Event Type: Logout   , User ID: 848
Timestamp: 12:19   , Event Type: Logout   , User ID: 961
Timestamp: 20:53   , Event Type: Logout   , User ID: 842
Timestamp: 17:51   , Event Type: Login   , User ID: 852
Timestamp: 17:36   , Event Type: ViewPage   , User ID: 243
Timestamp: 10:41   , Event Type: Purchase   , User ID: 196
Timestamp: 5:55   , Event Type: Error   , User ID: 409
Timestamp: 12:7   , Event Type: Purchase   , User ID: 51
Timestamp: 4:12   , Event Type: Logout   , User ID: 963
Timestamp: 22:53   , Event Type: Error   , User ID: 189
Timestamp: 16:36   , Event Type: ViewPage   , User ID: 233
Timestamp: 17:7   , Event Type: Purchase   , User ID: 319
Timestamp: 9:45   , Event Type: Error   , User ID: 598
Timestamp: 22:9   , Event Type: Error   , User ID: 402
Timestamp: 19:56   , Event Type: Purchase   , User ID: 72
Timestamp: 3:37   , Event Type: Logout   , User ID: 30
Timestamp: 11:26   , Event Type: Logout   , User ID: 876
Timestamp: 22:37   , Event Type: Purchase   , User ID: 145
Timestamp: 10:13   , Event Type: Error   , User ID: 180
Timestamp: 23:59   , Event Type: Error   , User ID: 80
Timestamp: 8:1   , Event Type: ViewPage   , User ID: 434
Timestamp: 18:58   , Event Type: Login   , User ID: 522
Timestamp: 9:5   , Event Type: Login   , User ID: 180
Timestamp: 18:12   , Event Type: ViewPage   , User ID: 162
Timestamp: 11:1   , Event Type: ViewPage   , User ID: 104
Timestamp: 15:48   , Event Type: Logout   , User ID: 443
Timestamp: 5:34   , Event Type: Logout   , User ID: 870
Timestamp: 16:27   , Event Type: Purchase   , User ID: 539
Timestamp: 2:44   , Event Type: Login   , User ID: 27
Timestamp: 9:8   , Event Type: Logout   , User ID: 370
Timestamp: 3:17   , Event Type: Logout   , User ID: 978
Timestamp: 22:42   , Event Type: Login   , User ID: 714
Timestamp: 0:12   , Event Type: ViewPage   , User ID: 930
Timestamp: 5:58   , Event Type: Login   , User ID: 950
Timestamp: 7:26   , Event Type: Error   , User ID: 461
Timestamp: 0:15   , Event Type: ViewPage   , User ID: 429
Timestamp: 11:36   , Event Type: Purchase   , User ID: 580
Timestamp: 8:43   , Event Type: ViewPage   , User ID: 645
Timestamp: 14:32   , Event Type: Login   , User ID: 845
Timestamp: 2:1   , Event Type: Purchase   , User ID: 346
Timestamp: 22:3   , Event Type: Login   , User ID: 871
Timestamp: 5:59   , Event Type: Logout   , User ID: 886
Timestamp: 19:43   , Event Type: Purchase   , User ID: 731
Timestamp: 10:7   , Event Type: Error   , User ID: 712
Timestamp: 23:12   , Event Type: Login   , User ID: 850
Timestamp: 18:15   , Event Type: Purchase   , User ID: 863
Timestamp: 12:35   , Event Type: ViewPage   , User ID: 59
Timestamp: 3:30   , Event Type: ViewPage   , User ID: 310
Timestamp: 1:51   , Event Type: Logout   , User ID: 499
Timestamp: 3:7   , Event Type: Login   , User ID: 751
Timestamp: 13:41   , Event Type: Logout   , User ID: 988
Timestamp: 3:10   , Event Type: ViewPage   , User ID: 178
Timestamp: 10:13   , Event Type: Logout   , User ID: 337
Timestamp: 12:52   , Event Type: Error   , User ID: 509
Timestamp: 3:37   , Event Type: Logout   , User ID: 694
Timestamp: 5:1   , Event Type: Error   , User ID: 26
Timestamp: 13:56   , Event Type: Login   , User ID: 410
Timestamp: 10:14   , Event Type: ViewPage   , User ID: 502
Timestamp: 1:24   , Event Type: ViewPage   , User ID: 197
Timestamp: 6:30   , Event Type: Error   , User ID: 334
Timestamp: 8:53   , Event Type: Purchase   , User ID: 180
Timestamp: 2:42   , Event Type: ViewPage   , User ID: 513
Timestamp: 21:35   , Event Type: Purchase   , User ID: 626
Timestamp: 19:42   , Event Type: ViewPage   , User ID: 267
Timestamp: 14:24   , Event Type: Purchase   , User ID: 791
Timestamp: 15:39   , Event Type: Error   , User ID: 149
Timestamp: 19:13   , Event Type: Logout   , User ID: 594
Timestamp: 8:41   , Event Type: Error   , User ID: 584
Timestamp: 21:52   , Event Type: Login   , User ID: 456
Timestamp: 23:12   , Event Type: Error   , User ID: 313
Timestamp: 23:20   , Event Type: Logout   , User ID: 268
Timestamp: 9:45   , Event Type: Logout   , User ID: 731
Timestamp: 8:37   , Event Type: Login   , User ID: 598
Timestamp: 21:0   , Event Type: ViewPage   , User ID: 426
Timestamp: 15:51   , Event Type: Logout   , User ID: 63
Timestamp: 12:9   , Event Type: Logout   , User ID: 820
Timestamp: 5:4   , Event Type: Logout   , User ID: 920
Timestamp: 23:24   , Event Type: Login   , User ID: 992
Timestamp: 6:21   , Event Type: Logout   , User ID: 160
Timestamp: 20:42   , Event Type: ViewPage   , User ID: 752
Timestamp: 15:3   , Event Type: Logout   , User ID: 461
Timestamp: 9:31   , Event Type: Login   , User ID: 56
Timestamp: 9:47   , Event Type: ViewPage   , User ID: 927
Timestamp: 7:32   , Event Type: Purchase   , User ID: 646
Timestamp: 4:28   , Event Type: Logout   , User ID: 466
Timestamp: 23:36   , Event Type: Logout   , User ID: 186
Timestamp: 4:53   , Event Type: Login   , User ID: 242
Timestamp: 16:45   , Event Type: Logout   , User ID: 205
Timestamp: 8:29   , Event Type: Logout   , User ID: 302
Timestamp: 22:58   , Event Type: Purchase   , User ID: 203
Timestamp: 13:28   , Event Type: Error   , User ID: 983
Timestamp: 4:19   , Event Type: Logout   , User ID: 610
Timestamp: 14:37   , Event Type: ViewPage   , User ID: 544
Timestamp: 3:54   , Event Type: ViewPage   , User ID: 131
Timestamp: 7:12   , Event Type: Error   , User ID: 573
Timestamp: 0:22   , Event Type: Login   , User ID: 510
Timestamp: 13:19   , Event Type: Error   , User ID: 213
Timestamp: 17:19   , Event Type: Logout   , User ID: 583
Timestamp: 7:23   , Event Type: Purchase   , User ID: 594
Timestamp: 16:23   , Event Type: Error   , User ID: 717
Timestamp: 0:33   , Event Type: Purchase   , User ID: 894
Timestamp: 14:4   , Event Type: Login   , User ID: 879
Timestamp: 2:35   , Event Type: Login   , User ID: 550
Timestamp: 9:28   , Event Type: Purchase   , User ID: 63
Timestamp: 11:10   , Event Type: Login   , User ID: 712
Timestamp: 22:47   , Event Type: Purchase   , User ID: 177
Timestamp: 19:35   , Event Type: Logout   , User ID: 549
Timestamp: 22:58   , Event Type: Logout   , User ID: 58
Timestamp: 20:28   , Event Type: Purchase   , User ID: 185
Timestamp: 13:59   , Event Type: Error   , User ID: 842
Timestamp: 16:13   , Event Type: Error   , User ID: 808
Timestamp: 6:41   , Event Type: Purchase   , User ID: 164
Timestamp: 6:33   , Event Type: Purchase   , User ID: 705
Timestamp: 8:34   , Event Type: Logout   , User ID: 123
Timestamp: 5:0   , Event Type: Login   , User ID: 812
Timestamp: 19:53   , Event Type: Purchase   , User ID: 909
Timestamp: 15:57   , Event Type: Logout   , User ID: 885
Timestamp: 11:27   , Event Type: Logout   , User ID: 969
Timestamp: 7:51   , Event Type: Purchase   , User ID: 328
Timestamp: 11:55   , Event Type: ViewPage   , User ID: 618
Timestamp: 3:5   , Event Type: ViewPage   , User ID: 365
Timestamp: 3:20   , Event Type: Purchase   , User ID: 923
Timestamp: 10:59   , Event Type: ViewPage   , User ID: 331
Timestamp: 19:7   , Event Type: Purchase   , User ID: 410
Timestamp: 13:12   , Event Type: Error   , User ID: 654
Timestamp: 5:48   , Event Type: Login   , User ID: 543
Timestamp: 18:8   , Event Type: Error   , User ID: 226
Timestamp: 14:56   , Event Type: Purchase   , User ID: 715
Timestamp: 4:13   , Event Type: Purchase   , User ID: 727
Timestamp: 20:9   , Event Type: Login   , User ID: 60
Timestamp: 4:35   , Event Type: Login   , User ID: 669
Timestamp: 9:2   , Event Type: Logout   , User ID: 5
Timestamp: 11:22   , Event Type: Error   , User ID: 895
Timestamp: 22:46   , Event Type: Error   , User ID: 320
Timestamp: 12:40   , Event Type: Error   , User ID: 282
Timestamp: 16:22   , Event Type: ViewPage   , User ID: 61
Timestamp: 22:37   , Event Type: Logout   , User ID: 420
Timestamp: 15:57   , Event Type: Purchase   , User ID: 170
Timestamp: 8:25   , Event Type: Purchase   , User ID: 63
Timestamp: 17:5   , Event Type: Purchase   , User ID: 410
Timestamp: 3:54   , Event Type: Purchase   , User ID: 885
Timestamp: 11:9   , Event Type: Error   , User ID: 768
Timestamp: 11:0   , Event Type: Error   , User ID: 787
Timestamp: 0:46   , Event Type: Logout   , User ID: 371
Timestamp: 22:38   , Event Type: Logout   , User ID: 416
Timestamp: 7:44   , Event Type: Logout   , User ID: 561
Timestamp: 10:8   , Event Type: Error   , User ID: 764
Timestamp: 8:35   , Event Type: Login   , User ID: 750
Timestamp: 2:28   , Event Type: Login   , User ID: 483
Timestamp: 7:12   , Event Type: Logout   , User ID: 219
Timestamp: 18:55   , Event Type: ViewPage   , User ID: 793
Timestamp: 7:32   , Event Type: Purchase   , User ID: 521
Timestamp: 22:39   , Event Type: ViewPage   , User ID: 502
Timestamp: 8:25   , Event Type: Error   , User ID: 405
Timestamp: 23:4   , Event Type: ViewPage   , User ID: 865
Timestamp: 2:14   , Event Type: ViewPage   , User ID: 868
Timestamp: 13:21   , Event Type: Login   , User ID: 590
Timestamp: 15:37   , Event Type: ViewPage   , User ID: 365
Timestamp: 13:2   , Event Type: Purchase   , User ID: 554
Timestamp: 12:36   , Event Type: Purchase   , User ID: 460
Timestamp: 20:41   , Event Type: Error   , User ID: 483
Timestamp: 23:14   , Event Type: Login   , User ID: 634
Timestamp: 1:10   , Event Type: Purchase   , User ID: 594
Timestamp: 18:28   , Event Type: ViewPage   , User ID: 48
Timestamp: 14:52   , Event Type: Error   , User ID: 482
Timestamp: 22:6   , Event Type: Logout   , User ID: 963
Timestamp: 0:0   , Event Type: Error   , User ID: 360
Timestamp: 1:18   , Event Type: Logout   , User ID: 662
Timestamp: 10:22   , Event Type: Error   , User ID: 802
Timestamp: 16:29   , Event Type: Purchase   , User ID: 565
Timestamp: 21:29   , Event Type: ViewPage   , User ID: 258
Timestamp: 13:31   , Event Type: Error   , User ID: 726
Timestamp: 3:50   , Event Type: Logout   , User ID: 538
Timestamp: 1:1   , Event Type: Logout   , User ID: 879
Timestamp: 22:21   , Event Type: Logout   , User ID: 760
Timestamp: 10:5   , Event Type: Purchase   , User ID: 437
Timestamp: 22:41   , Event Type: Error   , User ID: 841
Timestamp: 6:8   , Event Type: ViewPage   , User ID: 929
Timestamp: 0:38   , Event Type: Purchase   , User ID: 902
Timestamp: 6:5   , Event Type: Error   , User ID: 258
Timestamp: 14:30   , Event Type: Purchase   , User ID: 612
Timestamp: 4:32   , Event Type: ViewPage   , User ID: 111
Timestamp: 21:18   , Event Type: Error   , User ID: 341
Timestamp: 4:7   , Event Type: ViewPage   , User ID: 323
Timestamp: 18:12   , Event Type: Login   , User ID: 690
Timestamp: 14:13   , Event Type: Purchase   , User ID: 874
Timestamp: 20:0   , Event Type: Logout   , User ID: 258
Timestamp: 2:11   , Event Type: Logout   , User ID: 864
Timestamp: 13:4   , Event Type: Purchase   , User ID: 617
Timestamp: 18:40   , Event Type: Logout   , User ID: 678
Timestamp: 0:38   , Event Type: ViewPage   , User ID: 428
Timestamp: 3:51   , Event Type: Login   , User ID: 326
Timestamp: 12:3   , Event Type: Purchase   , User ID: 249
Timestamp: 3:41   , Event Type: Error   , User ID: 20
Timestamp: 23:23   , Event Type: Error   , User ID: 409
Timestamp: 12:25   , Event Type: Login   , User ID: 685
Timestamp: 11:5   , Event Type: Error   , User ID: 880
Timestamp: 23:5   , Event Type: Login   , User ID: 600
Timestamp: 11:22   , Event Type: Error   , User ID: 809
Timestamp: 18:20   , Event Type: Error   , User ID: 185
Timestamp: 14:46   , Event Type: Login   , User ID: 395
Timestamp: 10:4   , Event Type: Purchase   , User ID: 651
Timestamp: 11:28   , Event Type: Error   , User ID: 512
Timestamp: 17:15   , Event Type: Error   , User ID: 883
Timestamp: 3:9   , Event Type: ViewPage   , User ID: 347
Timestamp: 16:32   , Event Type: Login   , User ID: 754
Timestamp: 10:1   , Event Type: Purchase   , User ID: 615
Timestamp: 5:28   , Event Type: ViewPage   , User ID: 609
Timestamp: 22:7   , Event Type: Login   , User ID: 580
Timestamp: 6:34   , Event Type: Error   , User ID: 443
Timestamp: 6:22   , Event Type: Logout   , User ID: 523
Timestamp: 12:9   , Event Type: Login   , User ID: 640
Timestamp: 11:22   , Event Type: Login   , User ID: 614
Timestamp: 1:10   , Event Type: Login   , User ID: 582
Timestamp: 9:15   , Event Type: ViewPage   , User ID: 827
Timestamp: 17:57   , Event Type: Login   , User ID: 288
Timestamp: 15:15   , Event Type: Error   , User ID: 96
Timestamp: 12:23   , Event Type: Login   , User ID: 385
Timestamp: 2:38   , Event Type: Login   , User ID: 221
Timestamp: 10:2   , Event Type: Error   , User ID: 487
Timestamp: 14:31   , Event Type: Logout   , User ID: 63
Timestamp: 21:14   , Event Type: Purchase   , User ID: 378
Timestamp: 4:17   , Event Type: Error   , User ID: 153
Timestamp: 18:20   , Event Type: Purchase   , User ID: 75
Timestamp: 20:32   , Event Type: Error   , User ID: 882
Timestamp: 15:11   , Event Type: Login   , User ID: 344
Timestamp: 21:35   , Event Type: Logout   , User ID: 299
Timestamp: 14:12   , Event Type: Logout   , User ID: 756
Timestamp: 15:45   , Event Type: ViewPage   , User ID: 744
Timestamp: 8:35   , Event Type: ViewPage   , User ID: 249
Timestamp: 16:6   , Event Type: Error   , User ID: 772
Timestamp: 3:17   , Event Type: Login   , User ID: 223
Timestamp: 3:49   , Event Type: Login   , User ID: 423
Timestamp: 20:41   , Event Type: ViewPage   , User ID: 307
Timestamp: 17:17   , Event Type: Purchase   , User ID: 801
Timestamp: 21:10   , Event Type: Logout   , User ID: 147
Timestamp: 4:38   , Event Type: ViewPage   , User ID: 958
Timestamp: 16:53   , Event Type: Purchase   , User ID: 135
Timestamp: 7:7   , Event Type: ViewPage   , User ID: 881
Timestamp: 17:52   , Event Type: Login   , User ID: 543
Timestamp: 7:23   , Event Type: Error   , User ID: 818
Timestamp: 7:55   , Event Type: Purchase   , User ID: 88
Timestamp: 4:25   , Event Type: ViewPage   , User ID: 978
Timestamp: 2:15   , Event Type: ViewPage   , User ID: 577
Timestamp: 0:9   , Event Type: ViewPage   , User ID: 708
Timestamp: 6:59   , Event Type: Logout   , User ID: 496
Timestamp: 6:59   , Event Type: Purchase   , User ID: 788
Timestamp: 23:37   , Event Type: Error   , User ID: 887
Timestamp: 20:45   , Event Type: Logout   , User ID: 73
Timestamp: 3:56   , Event Type: Error   , User ID: 643
Timestamp: 1:15   , Event Type: ViewPage   , User ID: 979
Timestamp: 10:56   , Event Type: Login   , User ID: 144
Timestamp: 15:35   , Event Type: ViewPage   , User ID: 495
Timestamp: 16:7   , Event Type: Error   , User ID: 288
Timestamp: 1:31   , Event Type: Logout   , User ID: 48
Timestamp: 18:48   , Event Type: Login   , User ID: 939
Timestamp: 5:43   , Event Type: Login   , User ID: 261
